167 Spinarak     Bug       0 250 40 60 40 40 40 30 2        0  0.00 0.51 8
168 Ariados      Bug       0 390 70 90 70 60 60 40 2        0  0.00 1.09 33
169 Crobat       Venenoso  0 535 85 90 80 70 80 130 2        0  0.00 1.80 75
170 Chinchou     Water     0 330 75 38 38 56 56 67 2        0  0.00 0.51 12
171 Lanturn      Water     0 460 125 58 58 76 76 67 2        0  0.00 1.19 22
172 Pichu        Electric  0 205 20 40 15 35 35 60 2        0  0.00 0.30 2
173 Cleffa       Fada      0 218 50 25 28 45 55 15 2        0  0.00 0.30 3
174 Igglybuff    Normal    0 210 90 30 15 40 20 15 2        0  0.00 0.30 1
175 Togepi       Fada      0 245 35 20 65 40 65 20 2        0  0.00 0.30 1
176 Togetic      Fada      0 405 55 40 85 80 105 40 2        0  0.00 0.61 3
177 Natu         Psychic   0 320 40 50 45 70 45 70 2        0  0.00 0.20 2
178 Xatu         Psychic   0 470 65 75 70 95 70 95 2        0  0.00 1.50 15
179 Mareep       Electric  0 280 55 40 40 65 45 35 2        0  0.00 0.61 7
180 Flaaffy      Electric  0 365 70 55 55 80 60 45 2        0  0.00 0.79 13
181 Ampharos     Electric  0 510 90 75 85 115 90 55 2        0  0.00 1.40 61
182 Bellossom    Planta    0 490 75 80 95 90 100 50 2        0  0.00 0.41 5
183 Marill       Water     0 250 70 20 50 20 50 40 2        0  0.00 0.41 8
184 Azumarill    Water     0 420 100 50 80 60 80 50 2        0  0.00 0.79 28
185 Sudowoodo    Pedra     0 410 70 100 115 30 65 30 2        0  0.00 1.19 38
186 Politoed     Water     0 500 90 75 75 90 100 70 2        0  0.00 1.09 33
187 Hoppip       Planta    0 250 35 35 40 35 55 50 2        0  0.00 0.41 0
188 Skiploom     Planta    0 340 55 45 50 45 65 80 2        0  0.00 0.61 1
189 Jumpluff     Planta    0 460 75 55 70 55 95 110 2        0  0.00 0.79 3
190 Aipom        Normal    0 360 55 70 55 40 55 85 2        0  0.00 0.79 11
191 Sunkern      Planta    0 180 30 30 30 30 30 30 2        0  0.00 0.30 1
192 Sunflora     Planta    0 425 75 75 55 105 85 30 2        0  0.00 0.79 8
193 Yanma        Bug       0 390 65 65 45 75 45 95 2        0  0.00 1.19 38
194 Wooper       Water     0 210 55 45 45 25 25 15 2        0  0.00 0.41 8
195 Quagsire     Water     0 430 95 85 85 65 65 35 2        0  0.00 1.40 75
196 Espeon       Psychic   0 525 65 65 60 130 95 110 2        0  0.00 0.89 26
197 Umbreon      Sombrio   0 525 95 65 110 60 130 65 2        0  0.00 0.99 27
198 Murkrow      Sombrio   0 405 60 85 42 85 42 91 2        0  0.00 0.51 2
199 Slowking     Water     0 490 95 75 80 100 110 30 2        0  0.00 2.01 79
200 Misdreavus   Ghost     0 435 60 60 60 85 85 85 2        0  0.00 0.71 1
201 Unown        Psychic   0 336 48 72 48 72 48 48 2        0  0.00 0.51 5
202 Wobbuffet    Psychic   0 405 190 33 58 33 58 33 2        0  0.00 1.30 28
203 Girafarig    Normal    0 455 70 80 65 90 65 85 2        0  0.00 1.50 41
204 Pineco       Bug       0 290 50 65 90 35 35 15 2        0  0.00 0.61 7
205 Forretress   Bug       0 465 75 90 140 60 60 40 2        0  0.00 1.19 125
206 Dunsparce    Normal    0 415 100 70 70 65 65 45 2        0  0.00 1.50 14
207 Gligar       Terra     0 430 65 75 105 35 65 85 2        0  0.00 1.09 64
208 Steelix      Aço       0 510 75 85 200 55 65 30 2        0  0.00 9.19 400
209 Snubbull     Fada      0 300 60 80 50 40 40 30 2        0  0.00 0.61 7
210 Granbull     Fada      0 450 90 120 75 60 60 45 2        0  0.00 1.40 48
211 Qwilfish     Water     0 430 65 95 75 55 55 85 2        0  0.00 0.51 3
212 Scizor       Bug       0 500 70 130 100 55 80 65 2        0  0.00 1.80 118
213 Shuckle      Bug       0 505 20 10 230 10 230 5 2        0  0.00 0.61 20
214 Heracross    Bug       0 500 80 125 75 40 95 85 2        0  0.00 1.50 54
215 Sneasel      Sombrio   0 430 55 95 55 35 75 115 2        0  0.00 0.89 28
216 Teddiursa    Normal    0 330 60 80 50 50 50 40 2        0  0.00 0.61 8
217 Ursaring     Normal    0 500 90 130 75 75 75 55 2        0  0.00 1.80 125
218 Slugma       Fire      0 250 40 40 40 70 40 20 2        0  0.00 0.71 35
219 Magcargo     Fire      0 410 50 50 120 80 80 30 2        0  0.00 0.79 55
220 Swinub       Gelo      0 250 50 50 40 30 30 50 2        0  0.00 0.41 6
221 Piloswine    Gelo      0 450 100 100 80 60 60 50 2        0  0.00 1.09 55
222 Corsola      Water     0 380 55 55 85 65 85 35 2        0  0.00 0.61 5
223 Remoraid     Water     0 300 35 65 35 65 35 65 2        0  0.00 0.61 12
224 Octillery    Water     0 480 75 105 75 105 75 45 2        0  0.00 0.89 28
225 Delibird     Gelo      0 330 45 55 45 65 45 75 2        0  0.00 0.89 16
226 Mantine      Water     0 465 65 40 70 80 140 70 2        0  0.00 2.11 220
227 Skarmory     Aço       0 465 65 80 140 40 70 70 2        0  0.00 1.70 50
228 Houndour     Sombrio   0 330 45 60 30 80 50 65 2        0  0.00 0.61 10
229 Houndoom     Sombrio   0 500 75 90 50 110 80 95 2        0  0.00 1.40 35
230 Kingdra      Water     0 540 75 95 95 95 95 85 2        0  0.00 1.80 152
231 Phanpy       Terra     0 330 90 60 60 40 40 40 2        0  0.00 0.51 33
232 Donphan      Terra     0 500 90 120 120 60 60 50 2        0  0.00 1.09 120
233 Porygon2     Normal    0 515 85 80 90 105 95 60 2        0  0.00 0.61 32
234 Stantler     Normal    0 465 73 95 62 85 65 85 2        0  0.00 1.40 71
235 Smeargle     Normal    0 250 55 20 35 20 45 75 2        0  0.00 1.19 58
236 Tyrogue      Lutador   0 210 35 35 35 35 35 35 2        0  0.00 0.71 21
237 Hitmontop    Lutador   0 455 50 95 95 35 110 70 2        0  0.00 1.40 48
238 Smoochum     Gelo      0 305 45 30 15 85 65 65 2        0  0.00 0.41 6
239 Elekid       Electric  0 360 45 63 37 65 55 95 2        0  0.00 0.61 23
240 Magby        Fire      0 365 45 75 37 70 55 83 2        0  0.00 0.71 21
241 Miltank      Normal    0 490 95 80 105 40 70 100 2        0  0.00 1.19 75
242 Blissey      Normal    0 540 255 10 10 75 135 55 2        0  0.00 1.50 46
243 Raikou       Electric  0 580 90 85 75 115 100 115 2        1  0.00 1.91 178
244 Entei        Fire      0 580 115 115 85 90 75 100 2        1  0.00 2.11 198
245 Suicune      Water     0 580 100 75 115 90 115 85 2        1  0.00 2.01 187
246 Larvitar     Pedra     0 300 50 64 50 45 50 41 2        0  0.00 0.61 72
247 Pupitar      Pedra     0 410 70 84 70 65 70 51 2        0  0.00 1.19 152
248 Tyranitar    Pedra     0 600 100 134 110 95 100 61 2        0  0.00 2.01 202
249 Lugia        Psychic   0 680 106 90 130 90 154 110 2        1  0.00 5.21 216
250 Ho-Oh        Fire      0 680 106 130 90 110 154 90 2        1  0.00 3.81 199
251 Celebi       Psychic   0 600 100 100 100 100 100 100 2        0  0.00 0.61 5
252 Treecko      Planta    0 310 40 45 35 65 55 70 3        0  0.00 0.51 5
253 Grovyle      Planta    0 405 50 65 45 85 65 95 3        0  0.00 0.89 21
254 Sceptile     Planta    0 530 70 85 65 105 85 120 3        0  0.00 1.70 52
255 Torchic      Fire      0 310 45 60 40 70 50 45 3        0  0.00 0.41 2
256 Combusken    Fire      0 405 60 85 60 85 60 55 3        0  0.00 0.89 19
257 Blaziken     Fire      0 530 80 120 70 110 70 80 3        0  0.00 1.91 52
258 Mudkip       Water     0 310 50 70 50 50 50 40 3        0  0.00 0.41 7
259 Marshtomp    Water     0 405 70 85 70 60 70 50 3        0  0.00 0.71 28
260 Swampert     Water     0 535 100 110 90 85 90 60 3        0  0.00 1.50 81
261 Poochyena    Sombrio   0 220 35 55 35 30 30 35 3        0  0.00 0.51 13
262 Mightyena    Sombrio   0 420 70 90 70 60 60 70 3        0  0.00 0.99 37
263 Zigzagoon    Normal    0 240 38 30 41 30 41 60 3        0  0.00 0.41 17
264 Linoone      Normal    0 420 78 70 61 50 61 100 3        0  0.00 0.51 32
265 Wurmple      Bug       0 195 45 45 35 20 30 20 3        0  0.00 0.30 3
266 Silcoon      Bug       0 205 50 35 55 25 25 15 3        0  0.00 0.61 10
267 Beautifly    Bug       0 395 60 70 50 100 50 65 3        0  0.00 0.99 28
268 Cascoon      Bug       0 205 50 35 55 25 25 15 3        0  0.00 0.71 11
269 Dustox       Bug       0 385 60 50 70 50 90 65 3        0  0.00 1.19 31
270 Lotad        Water     0 220 40 30 30 40 50 30 3        0  0.00 0.51 2
271 Lombre       Water     0 340 60 50 50 60 70 50 3        0  0.00 1.19 32
272 Ludicolo     Water     0 480 80 70 70 90 100 70 3        0  0.00 1.50 55
273 Seedot       Planta    0 220 40 40 50 30 30 30 3        0  0.00 0.51 4
274 Nuzleaf      Planta    0 340 70 70 40 60 40 60 3        0  0.00 0.99 28
275 Shiftry      Planta    0 480 90 100 60 90 60 80 3        0  0.00 1.30 59
276 Taillow      Normal    0 270 40 55 30 30 30 85 3        0  0.00 0.30 2
277 Swellow      Normal    0 430 60 85 60 50 50 125 3        0  0.00 0.71 19
278 Wingull      Water     0 270 40 30 30 55 30 85 3        0  0.00 0.61 9
279 Pelipper     Water     0 430 60 50 100 85 70 65 3        0  0.00 1.19 28
280 Ralts        Psychic   0 198 28 25 25 45 35 40 3        0  0.00 0.41 6
281 Kirlia       Psychic   0 278 38 35 35 65 55 50 3        0  0.00 0.79 20
282 Gardevoir    Psychic   0 518 68 65 65 125 115 80 3        0  0.00 1.60 48
283 Surskit      Bug       0 269 40 30 32 50 52 65 3        0  0.00 0.51 1
284 Masquerain   Bug       0 414 70 60 62 80 82 60 3        0  0.00 0.79 3
285 Shroomish    Planta    0 295 60 40 60 40 60 35 3        0  0.00 0.41 4
286 Breloom      Planta    0 460 60 130 80 60 60 70 3        0  0.00 1.19 39
287 Slakoth      Normal    0 280 60 60 60 35 35 30 3        0  0.00 0.79 24
288 Vigoroth     Normal    0 440 80 80 80 55 55 90 3        0  0.00 1.40 46
289 Slaking      Normal    0 670 150 160 100 95 65 100 3        0  0.00 2.01 130
290 Nincada      Bug       0 266 31 45 90 30 30 40 3        0  0.00 0.51 5
291 Ninjask      Bug       0 456 61 90 45 50 50 160 3        0  0.00 0.79 12
292 Shedinja     Bug       0 236 1 90 45 30 30 40 3        0  0.00 0.79 1
293 Whismur      Normal    0 240 64 51 23 51 23 28 3        0  0.00 0.61 16
294 Loudred      Normal    0 360 84 71 43 71 43 48 3        0  0.00 0.99 40
295 Exploud      Normal    0 490 104 91 63 91 73 68 3        0  0.00 1.50 84
296 Makuhita     Lutador   0 237 72 60 30 20 30 25 3        0  0.00 0.99 86
297 Hariyama     Lutador   0 474 144 120 60 40 60 50 3        0  0.00 2.31 253
298 Azurill      Normal    0 190 50 20 40 20 40 20 3        0  0.00 0.20 2
299 Nosepass     Pedra     0 375 30 45 135 45 90 30 3        0  0.00 0.99 97
300 Skitty       Normal    0 260 50 45 45 35 35 50 3        0  0.00 0.61 11
301 Delcatty     Normal    0 380 70 65 65 55 55 70 3        0  0.00 1.09 32
302 Sableye      Sombrio   0 380 50 75 75 65 65 50 3        0  0.00 0.51 11
303 Mawile       Aço       0 380 50 85 85 55 55 50 3        0  0.00 0.61 11
304 Aron         Aço       0 330 50 70 100 40 40 30 3        0  0.00 0.41 60
305 Lairon       Aço       0 430 60 90 140 50 50 40 3        0  0.00 0.89 120
306 Aggron       Aço       0 530 70 110 180 60 60 50 3        0  0.00 2.11 360
307 Meditite     Lutador   0 280 30 40 55 40 55 60 3        0  0.00 0.61 11
308 Medicham     Lutador   0 410 60 60 75 60 75 80 3        0  0.00 1.30 31
309 Electrike    Electric  0 295 40 45 40 65 40 65 3        0  0.00 0.61 15
310 Manectric    Electric  0 475 70 75 60 105 60 105 3        0  0.00 1.50 40
311 Plusle       Electric  0 405 60 50 40 85 75 95 3        0  0.00 0.41 4
312 Minun        Electric  0 405 60 40 50 75 85 95 3        0  0.00 0.41 4
313 Volbeat      Bug       0 400 65 73 55 47 75 85 3        0  0.00 0.71 17
314 Illumise     Bug       0 400 65 47 55 73 75 85 3        0  0.00 0.61 17
315 Roselia      Planta    0 400 50 60 45 100 80 65 3        0  0.00 0.30 2
316 Gulpin       Venenoso  0 302 70 43 53 43 53 40 3        0  0.00 0.41 10
317 Swalot       Venenoso  0 467 100 73 83 73 83 55 3        0  0.00 1.70 80
318 Carvanha     Water     0 305 45 90 20 65 20 65 3        0  0.00 0.79 20
319 Sharpedo     Water     0 460 70 120 40 95 40 95 3        0  0.00 1.80 88
320 Wailmer      Water     0 400 130 70 35 70 35 60 3        0  0.00 2.01 130
321 Wailord      Water     0 500 170 90 45 90 45 60 3        0  0.00 14.50 398
322 Numel        Fire      0 305 60 60 40 65 45 35 3        0  0.00 0.71 24
323 Camerupt     Fire      0 460 70 100 70 105 75 40 3        0  0.00 1.91 220
324 Torkoal      Fire      0 470 70 85 140 85 70 20 3        0  0.00 0.51 80
325 Spoink       Psychic   0 330 60 25 35 70 80 60 3        0  0.00 0.71 30
326 Grumpig      Psychic   0 470 80 45 65 90 110 80 3        0  0.00 0.89 71
327 Spinda       Normal    0 360 60 60 60 60 60 60 3        0  0.00 1.09 5
328 Trapinch     Terra     0 290 45 100 45 45 45 10 3        0  0.00 0.71 15
329 Vibrava      Terra     0 340 50 70 50 50 50 70 3        0  0.00 1.09 15
330 Flygon       Terra     0 520 80 100 80 80 80 100 3        0  0.00 2.01 82
331 Cacnea       Planta    0 335 50 85 40 85 40 35 3        0  0.00 0.41 51
332 Cacturne     Planta    0 475 70 115 60 115 60 55 3        0  0.00 1.30 77
333 Swablu       Normal    0 310 45 40 60 40 75 50 3        0  0.00 0.41 1
334 Altaria      Dragon    0 490 75 70 90 70 105 80 3        0  0.00 1.09 20
